Temperature_C,Humidity_%,AB1_Students,AB2_Students,AB3_Students,AB4_Students,AB5_Students,MAB1_Students,MAB2_Students,MAB3_Students,MAB4_Students,Active_Windows_Labs,Active_Mac_Labs,Central_Library_Occupancy,Admin_Office_Staff,Glass_Cafeteria_Occupancy,Open_Cafeteria_Occupancy,Auditorium_Active,Boys_Hostel_Load_kWh,Girls_Hostel_Load_kWh,Solar_Generation_kWh,Year,Month,Day_Of_Month,Hour,Day_Encoded,Total_AB_Students,Total_MAB_Students,Total_Students,Total_Hostel_Load,Total_Active_Labs
34.9,38,234,263,269,230,276,220,187,213,176,2,2,138,5,35,16,0,356,390,334,2026,5,24,11,3,1272,796,2068,746,4
30.8,38,80,71,78,89,106,81,82,72,62,0,0,129,5,157,61,0,450,435,35,2026,2,8,18,3,424,297,721,885,0
31.8,47,15,33,17,20,34,32,6,3,22,0,0,13,5,20,10,0,634,573,0,2026,4,8,23,6,119,63,182,1207,0
31.7,60,31,35,15,11,31,18,35,35,14,0,0,10,5,20,10,0,608,594,0,2026,6,13,22,2,123,102,225,1202,0
33.3,42,411,432,462,414,453,303,371,333,382,0,0,40,5,166,55,0,495,472,57,2026,5,27,7,6,2172,1389,3561,967,0
32.6,38,691,699,665,551,512,521,715,566,688,12,10,338,5,242,93,0,480,527,40,2026,3,12,18,4,3118,2490,5608,1007,22
33.0,44,82,62,49,47,62,54,57,46,54,0,0,40,5,86,42,0,529,520,55,2026,5,24,7,3,302,211,513,1049,0
30.8,60,24,22,6,29,37,25,11,18,40,0,0,1,5,20,10,0,654,604,0,2026,6,13,23,2,118,94,212,1258,0
34.4,38,1192,1192,1254,1020,1311,1092,1038,1112,937,19,18,120,180,171,77,0,359,350,160,2026,4,30,9,4,5969,4179,10148,709,37
32.3,63,158,149,171,176,165,127,113,146,147,0,0,6,5,20,10,0,597,617,29,2026,6,2,6,5,819,533,1352,1214,0
37.5,38,122,111,116,84,117,86,96,104,94,6,0,179,5,189,105,0,419,346,300,2026,5,3,12,3,550,380,930,765,6
33.1,60,162,145,184,171,159,118,146,149,143,0,0,15,5,20,10,0,572,586,26,2026,6,3,6,6,821,556,1377,1158,0
31.6,63,36,19,8,19,33,37,16,11,3,0,0,9,5,20,10,0,654,690,0,2026,6,15,22,1,115,67,182,1344,0
27.9,49,3,36,27,8,40,24,11,25,20,0,0,5,5,20,10,0,584,568,0,2026,3,30,23,1,114,80,194,1152,0
32.9,38,750,728,650,623,804,639,667,646,732,44,28,261,180,373,152,0,343,353,359,2026,3,2,12,1,3555,2684,6239,696,72
26.1,40,95,72,88,89,75,59,87,68,89,0,0,149,5,79,33,0,407,408,59,2026,1,25,17,3,419,303,722,815,0
28.5,39,27,7,7,0,21,6,12,10,8,0,0,2,5,18,10,0,435,406,58,2026,1,2,17,0,62,36,98,841,0
24.1,48,166,179,161,133,205,138,124,144,158,0,0,60,5,77,39,0,370,409,57,2026,1,24,8,2,844,564,1408,779,0
32.1,50,28,13,14,6,5,26,28,28,9,0,0,12,5,20,10,0,604,620,0,2026,5,16,23,2,66,91,157,1224,0
33.9,40,583,669,524,550,656,552,503,500,564,5,7,279,5,235,94,0,456,519,0,2026,4,6,19,1,2982,2119,5101,975,12
21.7,53,40,27,35,31,3,22,24,33,20,0,0,13,5,20,10,0,490,403,0,2026,1,11,3,3,136,99,235,893,0
27.8,46,704,599,486,552,613,531,569,484,657,0,12,213,5,281,99,0,397,418,0,2026,2,25,19,6,2954,2241,5195,815,12
32.0,46,31,17,12,11,26,2,0,40,23,0,0,10,5,20,10,0,649,644,0,2026,5,21,22,4,97,65,162,1293,0
32.9,46,168,135,214,167,162,159,155,148,141,0,0,34,5,20,10,0,643,629,0,2026,4,30,21,4,846,603,1449,1272,0
28.2,49,5,13,18,11,10,32,17,36,37,0,0,6,5,20,10,0,477,502,0,2026,3,2,2,1,57,122,179,979,0
27.2,47,33,28,23,26,25,23,22,18,20,0,0,45,5,20,10,0,530,463,0,2026,1,11,21,3,135,83,218,993,0
31.3,39,205,190,186,160,231,185,139,178,135,0,0,80,5,103,35,0,365,296,153,2026,3,29,9,3,972,637,1609,661,0
32.6,38,1483,1598,1201,1706,1323,1221,1511,1265,1194,29,29,120,180,147,59,0,348,330,112,2026,3,12,9,4,7311,5191,12502,678,58
30.0,39,276,212,221,181,190,168,162,137,158,0,0,32,5,20,10,0,595,531,0,2026,3,13,21,0,1080,625,1705,1126,0
31.3,56,1270,1252,1108,951,1137,1140,1024,801,1066,7,14,80,5,177,67,0,546,438,108,2026,6,19,8,0,5718,4031,9749,984,21
30.3,40,674,563,479,560,488,566,480,560,494,9,6,295,5,275,107,0,437,433,29,2026,2,4,18,6,2764,2100,4864,870,15
29.7,38,779,730,631,693,747,573,635,581,669,6,10,398,5,275,114,0,474,426,51,2026,3,19,18,4,3580,2458,6038,900,16
31.4,38,733,621,410,600,504,540,543,509,559,5,7,319,5,256,116,0,519,508,35,2026,3,25,18,6,2868,2151,5019,1027,12
23.8,61,37,27,24,0,13,13,17,4,36,0,0,3,5,20,10,0,445,454,0,2026,1,15,4,4,101,70,171,899,0
34.7,38,106,85,77,71,77,79,66,64,85,0,0,163,5,88,34,0,463,462,99,2026,3,8,17,3,416,294,710,925,0
32.0,42,1316,1199,1142,1034,1246,1256,847,1155,1332,26,32,325,180,111,60,0,401,365,165,2026,6,19,16,0,5937,4590,10527,766,58
22.8,52,36,12,31,34,19,11,31,2,5,0,0,1,5,20,10,0,464,436,0,2026,1,21,0,6,132,49,181,900,0
33.4,49,4,40,7,7,10,31,4,11,34,0,0,10,5,20,10,0,645,573,0,2026,5,3,23,3,68,80,148,1218,0
30.5,68,39,35,28,19,32,24,36,19,5,0,0,10,5,20,10,0,641,623,0,2026,6,15,4,1,153,84,237,1264,0
32.2,45,36,32,33,16,8,20,37,37,22,0,0,12,5,20,10,0,663,585,0,2026,4,6,23,1,125,116,241,1248,0
36.2,43,30,32,28,30,32,25,22,28,28,0,0,37,5,20,10,0,720,633,0,2026,5,9,21,2,152,103,255,1353,0
34.5,38,241,204,172,213,294,217,214,194,211,0,2,157,5,58,20,0,343,328,248,2026,3,15,14,3,1124,836,1960,671,2
29.4,69,24,34,9,5,10,11,14,40,22,0,0,10,5,20,10,0,585,617,0,2026,6,4,1,4,82,87,169,1202,0
34.2,38,566,585,666,658,473,491,506,401,575,25,26,280,180,140,58,0,527,481,90,2026,4,1,17,6,2948,1973,4921,1008,51
35.2,41,231,179,156,186,219,131,164,184,171,0,0,80,5,108,42,0,385,358,171,2026,5,17,9,3,971,650,1621,743,0
36.0,39,1551,1391,1361,1460,1474,1013,1163,1100,1338,9,11,80,5,159,70,0,469,460,101,2026,5,7,8,4,7237,4614,11851,929,20
34.4,38,1623,1126,1332,1513,1161,1168,1279,1256,1285,33,27,302,180,56,30,0,383,369,241,2026,4,27,10,1,6755,4988,11743,752,60
25.0,54,35,5,13,28,26,28,18,10,27,0,0,13,5,20,10,0,574,495,0,2026,2,22,23,3,107,83,190,1069,0
30.6,63,17,0,3,5,31,33,33,11,10,0,0,8,5,20,10,0,630,661,0,2026,6,20,22,2,56,87,143,1291,0
34.8,47,550,654,542,523,632,420,538,410,566,23,24,216,180,127,52,0,612,532,97,2026,6,5,17,0,2901,1934,4835,1144,47
35.5,38,1517,1466,1506,1306,1303,1181,1067,1205,1427,23,21,246,180,62,27,0,386,310,271,2026,4,8,10,6,7098,4880,11978,696,44
27.5,43,1561,1535,1488,1305,1539,1054,1218,1250,1344,34,35,280,180,73,25,0,302,284,151,2026,1,15,11,4,7428,4866,12294,586,69
36.3,38,217,146,222,221,219,170,158,141,199,0,0,80,5,103,39,0,397,372,179,2026,5,3,9,3,1025,668,1693,769,0
27.9,72,40,26,17,34,34,8,0,32,36,0,0,7,5,20,10,0,633,604,0,2026,6,14,3,3,151,76,227,1237,0
29.5,62,18,3,16,34,37,12,15,10,26,0,0,3,5,20,10,0,632,674,0,2026,6,27,23,2,108,63,171,1306,0
30.6,38,58,66,54,54,67,48,57,53,59,0,0,40,5,106,39,0,484,441,45,2026,3,1,7,3,299,217,516,925,0
31.7,53,221,168,159,144,163,126,142,139,141,0,0,228,5,274,100,0,552,518,0,2026,6,15,20,1,855,548,1403,1070,0
25.6,46,1427,1218,1190,1040,1082,1019,915,1193,890,9,3,80,5,181,62,0,402,390,48,2026,1,27,8,5,5957,4017,9974,792,12
33.9,41,79,39,71,64,49,58,59,56,45,0,0,40,5,100,41,0,458,461,42,2026,4,12,7,3,302,218,520,919,0
30.0,52,18,23,39,26,10,26,11,11,33,0,0,4,5,20,10,0,568,559,0,2026,4,27,0,1,116,81,197,1127,0
32.6,44,18,13,21,32,35,17,5,32,13,0,0,8,5,20,10,0,586,580,0,2026,4,17,22,0,119,67,186,1166,0
31.2,59,205,188,171,140,158,137,135,135,139,0,0,60,5,94,34,0,541,513,92,2026,6,27,8,2,862,546,1408,1054,0
28.3,46,29,14,9,31,33,40,33,5,18,0,0,14,5,20,10,0,505,542,0,2026,3,3,1,5,116,96,212,1047,0
32.9,44,21,6,5,32,37,14,36,17,0,0,0,13,5,20,10,0,707,599,0,2026,5,26,22,5,101,67,168,1306,0
27.8,50,11,21,23,21,8,18,12,26,20,0,0,11,5,13,15,0,423,368,0,2026,1,5,19,1,84,76,160,791,0
33.8,49,615,627,516,608,629,459,480,465,529,1,2,311,5,258,110,0,536,550,0,2026,6,8,19,1,2995,1933,4928,1086,3
30.7,46,200,163,154,150,199,135,141,132,162,0,0,15,5,20,10,0,533,471,18,2026,3,4,6,6,866,570,1436,1004,0
27.4,41,173,140,185,131,162,157,159,135,154,0,0,60,5,86,35,0,418,375,57,2026,2,21,8,2,791,605,1396,793,0
35.7,38,690,718,766,733,648,559,684,668,746,47,42,274,180,386,178,0,442,365,333,2026,4,1,12,6,3555,2657,6212,807,89
22.8,57,21,25,36,0,32,31,30,27,25,0,0,2,5,20,10,0,493,460,0,2026,2,18,1,6,114,113,227,953,0
36.3,38,249,226,185,198,217,209,204,158,198,2,5,117,5,48,16,0,364,349,356,2026,5,2,11,2,1075,769,1844,713,7
28.3,44,0,30,11,9,24,12,27,28,30,0,0,13,5,27,13,0,339,298,108,2026,1,3,9,2,74,97,171,637,0
30.7,55,29,38,16,10,32,6,31,38,14,0,0,9,5,20,10,0,639,551,0,2026,5,21,0,4,125,89,214,1190,0
30.7,56,22,27,24,24,18,23,20,22,26,0,0,47,5,20,10,0,681,690,0,2026,6,28,21,3,115,91,206,1371,0
30.3,41,87,85,64,61,73,68,53,58,62,0,0,40,5,103,39,0,467,452,39,2026,3,14,7,2,370,241,611,919,0
28.9,64,16,11,17,8,13,35,14,37,28,0,0,5,5,20,10,0,649,626,0,2026,6,18,5,4,65,114,179,1275,0
35.0,39,727,850,656,753,892,570,596,704,774,36,30,345,180,404,159,0,422,350,408,2026,6,5,13,0,3878,2644,6522,772,66
33.0,38,86,88,87,79,86,80,71,72,77,0,0,189,5,154,68,0,499,507,47,2026,4,26,18,3,426,300,726,1006,0
27.1,41,1979,1563,1393,1282,1635,1087,1256,1346,1603,39,31,301,180,65,23,0,322,329,155,2026,1,30,11,0,7852,5292,13144,651,70
29.8,38,140,83,127,97,113,88,111,80,101,3,8,169,5,192,83,0,333,297,225,2026,2,15,13,3,560,380,940,630,11
31.7,45,548,535,614,503,644,448,443,488,448,0,9,277,5,293,113,0,543,439,0,2026,4,23,19,4,2844,1827,4671,982,9
27.0,45,1215,1285,1281,1202,1206,857,908,1049,1358,14,6,80,5,152,65,0,397,364,69,2026,2,27,8,0,6189,4172,10361,761,20
25.4,53,33,12,5,15,26,31,35,15,30,0,0,20,5,25,12,0,447,439,0,2026,1,4,0,3,91,111,202,886,0
24.4,51,15,33,38,2,38,28,10,33,14,0,0,5,5,20,10,0,469,528,0,2026,3,22,2,3,126,85,211,997,0
36.7,38,1265,1046,1193,1138,1457,921,1110,1060,869,26,26,379,180,142,54,0,289,324,158,2026,5,19,16,5,6099,3960,10059,613,52
32.0,38,138,142,136,137,129,88,126,100,105,1,4,199,5,236,86,0,346,327,292,2026,3,15,12,3,682,419,1101,673,5
23.4,51,13,9,11,10,23,38,7,14,26,0,0,10,5,20,10,0,481,503,0,2026,1,31,23,2,66,85,151,984,0
34.9,38,593,508,602,511,650,490,528,430,534,12,6,266,5,237,98,0,506,533,45,2026,4,1,18,6,2864,1982,4846,1039,18
28.8,39,148,170,164,161,208,141,150,123,163,0,0,75,5,20,10,0,506,498,0,2026,2,11,21,6,851,577,1428,1004,0
28.8,38,1198,1458,1454,1327,1350,1086,896,1019,1032,27,45,308,180,100,39,0,348,325,186,2026,2,19,14,4,6787,4033,10820,673,72
27.4,45,193,179,179,117,138,156,114,146,143,0,0,44,5,20,10,0,491,507,0,2026,2,16,21,1,806,559,1365,998,0
28.7,38,93,99,76,79,87,62,69,55,96,0,0,125,5,93,32,0,463,411,57,2026,2,21,17,2,434,282,716,874,0
32.7,44,37,5,2,39,0,12,10,25,31,0,0,3,5,20,10,0,652,644,0,2026,5,20,22,6,83,78,161,1296,0
27.2,68,5,8,31,18,24,38,11,4,6,0,0,4,5,20,10,0,646,610,0,2026,6,20,2,2,86,59,145,1256,0
31.5,38,1080,1512,1313,1267,1158,1128,1191,1037,1395,39,45,337,180,95,29,0,344,300,221,2026,2,11,14,6,6330,4751,11081,644,84
34.2,38,98,87,80,71,63,71,86,79,80,0,0,131,5,89,32,0,531,433,67,2026,3,7,17,2,399,316,715,964,0
31.6,57,1350,1151,1203,1194,1299,1327,973,1006,1261,15,24,120,180,159,65,0,409,421,191,2026,6,23,9,5,6197,4567,10764,830,39
26.2,47,40,23,2,20,28,14,38,31,25,0,0,2,5,20,10,0,560,520,0,2026,3,18,2,6,113,108,221,1080,0
30.9,41,20,36,38,26,0,17,13,35,31,0,0,15,5,20,10,0,597,629,0,2026,4,14,23,5,120,96,216,1226,0
34.0,44,1183,1386,1051,1217,1195,1000,1024,1112,1335,39,34,285,180,100,36,0,395,378,343,2026,6,30,14,5,6032,4471,10503,773,73
34.9,44,32,34,23,26,27,22,22,25,28,0,0,3,5,20,10,0,604,571,23,2026,5,9,6,2,142,97,239,1175,0
25.0,45,1111,1218,1144,1009,1121,1061,919,969,1323,8,12,80,5,135,51,0,414,356,66,2026,1,19,8,1,5603,4272,9875,770,20
27.7,48,26,20,26,24,22,18,20,21,15,0,0,154,5,153,56,0,474,423,0,2026,2,15,20,3,118,74,192,897,0
31.6,48,191,152,167,143,155,109,133,160,142,0,0,76,5,20,10,0,651,610,0,2026,6,16,21,5,808,544,1352,1261,0
21.8,55,17,25,21,18,28,8,8,26,38,0,0,9,5,20,10,0,427,439,0,2026,1,28,1,6,109,80,189,866,0
32.9,38,1695,1860,1483,1431,1363,1267,1135,1206,1301,28,31,233,180,64,29,0,362,342,171,2026,3,6,10,0,7832,4909,12741,704,59
28.0,57,33,30,11,30,24,0,4,21,14,0,0,9,5,20,10,0,522,521,0,2026,4,23,1,4,128,39,167,1043,0
33.9,42,189,166,206,161,170,163,120,102,179,0,0,60,5,86,41,0,476,418,93,2026,4,11,8,2,892,564,1456,894,0
24.5,54,203,218,136,150,121,143,146,139,138,0,0,15,5,20,10,0,407,449,16,2026,1,27,6,5,828,566,1394,856,0
23.8,62,35,16,8,10,37,16,0,21,29,0,0,4,5,20,10,0,484,487,0,2026,1,29,0,4,106,66,172,971,0
23.1,60,11,11,9,10,15,7,2,20,36,0,0,4,5,20,10,0,474,476,0,2026,2,22,1,3,56,65,121,950,0
20.3,60,8,21,11,20,3,1,9,37,9,0,0,3,5,20,10,0,495,450,0,2026,1,21,2,6,63,56,119,945,0
29.0,51,39,20,11,1,3,19,24,6,20,0,0,4,5,20,10,0,474,516,0,2026,3,8,0,3,74,69,143,990,0
33.2,50,234,224,187,137,162,184,159,196,193,0,0,80,5,96,38,0,373,362,160,2026,6,14,9,3,944,732,1676,735,0
30.4,42,31,27,19,38,8,22,6,23,32,0,0,6,5,20,10,0,594,540,0,2026,3,2,22,1,123,83,206,1134,0
31.4,48,118,112,121,101,153,103,94,86,90,0,1,156,5,217,100,0,398,375,396,2026,6,20,12,2,605,373,978,773,1
34.2,38,201,191,220,184,193,169,169,175,153,3,1,160,5,74,34,0,395,328,257,2026,4,25,15,2,989,666,1655,723,4
22.8,64,5,18,32,40,39,21,5,15,19,0,0,7,5,16,7,0,464,413,0,2026,1,3,1,2,134,60,194,877,0
29.6,52,2,25,21,10,30,28,22,32,19,0,0,9,5,20,10,0,578,526,0,2026,5,21,1,4,88,101,189,1104,0
32.9,41,216,184,184,169,167,128,133,136,181,0,0,2,5,20,10,0,525,525,20,2026,4,7,6,5,920,578,1498,1050,0
30.6,40,619,609,585,542,517,555,507,513,474,3,4,273,5,265,91,0,403,408,38,2026,2,5,18,4,2872,2049,4921,811,7
30.1,38,159,204,153,217,181,154,142,145,214,2,8,192,5,68,37,0,361,308,99,2026,2,14,16,2,914,655,1569,669,10
24.2,56,21,30,29,28,22,19,31,35,6,0,0,5,5,20,10,0,485,453,0,2026,1,30,23,0,130,91,221,938,0
29.8,43,0,23,0,4,22,1,35,7,9,0,0,9,5,20,10,0,506,480,0,2026,3,11,4,6,49,52,101,986,0
28.6,49,27,22,12,12,40,12,4,21,12,0,0,15,5,20,10,0,517,563,0,2026,3,11,0,6,113,49,162,1080,0
33.6,38,1481,1417,1241,1078,984,1203,1159,994,1133,37,48,297,180,84,33,0,386,357,341,2026,4,22,14,6,6201,4489,10690,743,85
34.1,50,1522,1305,1035,1118,1013,1052,1146,1101,1357,32,26,120,180,119,67,0,382,396,204,2026,6,10,9,6,5993,4656,10649,778,58
28.9,67,40,30,15,4,7,34,3,17,25,0,0,15,5,20,10,0,651,492,0,2026,6,30,1,5,96,79,175,1143,0
36.8,38,228,188,170,167,129,176,162,154,134,7,3,197,5,51,22,0,389,330,316,2026,5,31,14,3,882,626,1508,719,10
32.4,59,27,39,38,34,18,34,1,10,8,0,0,1,5,20,10,0,628,579,0,2026,6,4,5,4,156,53,209,1207,0
28.6,68,24,40,19,25,8,34,3,21,21,0,0,1,5,20,10,0,642,576,0,2026,6,22,1,1,116,79,195,1218,0
28.6,38,632,599,594,503,509,526,473,500,507,24,22,278,180,141,50,0,453,434,57,2026,2,27,17,0,2837,2006,4843,887,46
32.9,52,1193,1088,1268,1115,1231,937,1151,804,1148,6,3,80,5,172,61,0,463,492,94,2026,6,30,8,5,5895,4040,9935,955,9
26.1,43,80,61,43,66,61,40,50,55,58,0,0,40,5,111,34,0,412,370,27,2026,2,28,7,2,311,203,514,782,0
27.6,47,648,544,557,468,684,523,556,561,498,6,4,237,5,268,98,0,453,452,0,2026,2,19,19,4,2901,2138,5039,905,10
29.2,38,172,193,215,136,210,183,146,189,154,5,4,177,5,78,31,0,324,327,106,2026,2,28,16,2,926,672,1598,651,9
35.7,38,580,501,586,531,640,446,371,336,499,12,2,269,5,263,101,0,490,456,0,2026,5,1,19,0,2838,1652,4490,946,14
28.4,46,16,22,32,31,40,23,3,24,27,0,0,7,5,20,10,0,580,554,0,2026,3,16,22,1,141,77,218,1134,0
33.8,38,998,1814,1338,1346,1540,1358,1394,1433,1523,37,38,233,180,62,29,0,376,349,236,2026,3,3,11,5,7036,5708,12744,725,75
34.1,38,188,149,170,169,197,151,121,170,184,0,0,60,5,95,34,0,460,444,102,2026,4,12,8,3,873,626,1499,904,0
33.1,48,809,755,683,744,688,661,652,731,722,28,34,266,180,354,167,0,347,409,397,2026,6,18,12,4,3679,2766,6445,756,62
26.0,57,36,40,0,33,14,12,23,2,25,0,0,3,5,20,10,0,575,528,0,2026,4,23,3,4,123,62,185,1103,0
31.0,48,26,23,5,22,35,32,4,23,30,0,0,7,5,20,10,0,544,556,0,2026,4,11,1,2,111,89,200,1100,0
34.0,53,180,177,163,155,169,132,142,150,142,0,0,4,5,20,10,0,622,588,27,2026,5,1,6,0,844,566,1410,1210,0
29.7,38,1211,1096,1266,1229,1191,1148,1108,1055,1003,35,24,336,180,90,36,0,347,321,224,2026,2,23,14,1,5993,4314,10307,668,59
27.9,38,898,714,732,644,924,605,768,691,714,42,42,250,180,371,165,0,325,278,183,2026,1,15,13,4,3912,2778,6690,603,84
35.8,38,178,190,255,213,168,158,151,160,187,4,2,160,5,75,36,0,361,370,173,2026,5,17,16,3,1004,656,1660,731,6
33.0,54,1615,1712,1605,1407,1655,1327,1681,1279,953,48,32,268,180,63,25,0,373,331,326,2026,6,29,11,1,7994,5240,13234,704,80
28.1,46,32,24,32,23,31,33,29,11,20,0,0,11,5,20,10,0,605,543,0,2026,3,12,1,4,142,93,235,1148,0
26.9,52,37,0,33,36,11,26,4,15,31,0,0,3,5,20,10,0,523,492,0,2026,3,2,3,1,117,76,193,1015,0
34.7,38,1187,1341,1307,1215,1380,1175,942,1056,1234,23,30,120,180,158,50,0,398,353,134,2026,4,13,9,1,6430,4407,10837,751,53
34.6,38,1579,1670,956,1617,1501,1281,1211,1471,1178,44,37,475,180,130,46,0,378,341,209,2026,3,11,15,6,7323,5141,12464,719,81
23.1,50,6,40,39,24,10,1,31,5,0,0,0,0,5,20,10,0,460,501,0,2026,2,19,3,4,119,37,156,961,0
37.6,38,742,844,680,612,830,681,544,534,763,24,25,423,180,152,65,0,544,589,82,2026,5,13,17,6,3708,2522,6230,1133,49
33.5,57,28,25,28,29,27,21,21,17,18,0,0,67,5,20,10,0,620,647,0,2026,6,7,21,3,137,77,214,1267,0
31.2,43,75,49,58,62,61,53,39,47,60,0,0,40,5,87,32,0,505,463,46,2026,4,25,7,2,305,199,504,968,0
28.7,39,28,27,29,24,26,19,19,23,25,0,0,90,5,173,69,0,453,475,0,2026,3,21,20,2,134,86,220,928,0
28.9,38,749,783,861,669,840,521,520,593,791,40,41,316,180,424,143,0,350,298,279,2026,2,26,13,4,3902,2425,6327,648,81
26.2,48,28,39,30,32,26,12,0,40,20,0,0,0,5,20,10,0,514,493,0,2026,3,18,1,6,155,72,227,1007,0
29.8,39,636,643,599,546,575,494,518,505,548,8,0,327,5,277,100,0,472,389,28,2026,2,2,18,1,2999,2065,5064,861,8
25.8,42,863,827,569,633,684,637,666,743,634,37,46,316,180,430,157,0,303,279,183,2026,1,20,13,5,3576,2680,6256,582,83
27.5,49,16,21,9,1,7,12,19,1,0,0,0,6,5,19,8,0,434,373,0,2026,1,6,20,5,54,32,86,807,0
28.2,41,182,159,178,189,154,112,106,137,138,0,0,251,5,273,90,0,399,431,0,2026,2,2,20,1,862,493,1355,830,0
27.8,41,1710,1502,1502,1575,1490,1045,1566,1509,1172,39,32,273,180,69,26,0,310,291,199,2026,1,14,11,6,7779,5292,13071,601,71
37.6,38,256,264,232,225,249,214,188,168,200,2,6,210,5,76,37,0,404,379,157,2026,5,10,16,3,1226,770,1996,783,8
28.1,47,562,599,532,521,737,471,511,521,461,4,11,261,5,237,98,0,356,418,34,2026,1,30,18,0,2951,1964,4915,774,15
31.1,67,24,34,9,39,36,27,32,31,9,0,0,4,5,20,10,0,668,593,0,2026,6,5,0,0,142,99,241,1261,0
29.6,61,137,185,165,129,163,138,155,155,169,0,0,12,5,20,10,0,627,562,20,2026,6,24,6,6,779,617,1396,1189,0
35.6,47,813,758,653,842,901,659,691,723,758,33,36,301,180,390,164,0,416,382,304,2026,6,4,12,4,3967,2831,6798,798,69
31.8,63,38,31,25,38,33,31,40,14,4,0,0,6,5,20,10,0,554,562,0,2026,6,12,5,0,165,89,254,1116,0
33.9,38,132,119,116,97,112,103,105,81,93,0,2,101,5,234,99,0,373,341,297,2026,4,18,12,2,576,382,958,714,2
23.1,55,38,32,12,25,18,3,15,31,24,0,0,3,5,20,10,0,556,446,0,2026,1,17,22,2,125,73,198,1002,0
32.2,56,6,15,4,11,23,4,9,36,15,0,0,2,5,20,10,0,561,580,0,2026,5,7,2,4,59,64,123,1141,0
29.6,44,189,172,178,144,141,152,160,121,164,0,0,295,5,269,99,0,451,409,0,2026,2,11,20,6,824,597,1421,860,0
24.7,50,40,32,24,11,1,39,23,39,15,0,0,10,5,20,10,0,442,464,0,2026,2,7,2,2,108,116,224,906,0
34.9,48,18,13,27,16,22,15,33,0,16,0,0,9,5,20,10,0,624,658,0,2026,5,7,22,4,96,64,160,1282,0
31.1,64,6,8,23,25,3,35,12,11,2,0,0,1,5,20,10,0,588,598,0,2026,6,9,1,5,65,60,125,1186,0
35.3,38,921,883,747,654,654,778,608,681,690,37,36,266,180,425,151,0,423,356,349,2026,5,25,13,1,3859,2757,6616,779,73
34.7,38,880,707,751,637,664,562,702,631,778,43,49,332,180,411,151,0,448,358,288,2026,4,15,13,6,3639,2673,6312,806,92
29.8,38,1319,1220,1210,1354,936,1243,870,1016,1067,39,26,363,180,162,46,1,330,291,139,2026,1,13,15,5,6039,4196,10235,621,65
33.6,46,107,94,87,91,91,71,80,70,83,0,0,119,5,144,59,0,559,512,59,2026,6,6,18,2,470,304,774,1071,0
34.6,40,91,81,87,75,88,64,82,66,90,0,0,141,5,175,59,0,477,464,69,2026,5,23,18,2,422,302,724,941,0
26.8,40,1264,1482,759,1217,1280,838,1089,1109,1204,14,38,306,180,144,58,0,309,315,110,2026,1,28,16,6,6002,4240,10242,624,52
24.4,51,20,13,2,37,11,21,4,7,17,0,0,4,5,20,10,0,491,472,0,2026,2,19,1,4,83,49,132,963,0
24.1,53,3,21,27,38,0,27,30,18,18,0,0,15,5,20,10,0,501,534,0,2026,3,23,3,1,89,93,182,1035,0
34.3,46,1378,1231,1522,1663,1506,1261,1473,1271,1516,51,32,260,180,70,31,0,398,393,288,2026,6,3,11,6,7300,5521,12821,791,83
31.1,38,155,200,200,143,191,145,116,124,177,0,0,202,5,331,101,0,532,451,0,2026,3,30,20,1,889,562,1451,983,0
31.3,51,0,27,3,4,17,34,34,26,1,0,0,9,5,20,10,0,594,546,0,2026,5,22,5,0,51,95,146,1140,0
25.4,52,22,40,19,15,32,17,3,40,16,0,0,12,5,20,10,0,510,407,0,2026,2,10,1,5,128,76,204,917,0
30.9,40,612,734,544,666,631,523,459,523,631,24,22,300,180,156,58,0,528,468,74,2026,3,25,17,6,3187,2136,5323,996,46
34.5,38,853,795,851,662,840,536,608,581,682,38,46,281,180,316,132,0,379,315,285,2026,3,31,13,5,4001,2407,6408,694,84
26.9,73,32,32,16,34,24,39,36,37,27,0,0,4,5,20,10,0,634,603,0,2026,6,18,2,4,138,139,277,1237,0
37.4,38,209,188,134,216,195,157,182,176,162,6,4,105,5,57,19,0,419,349,275,2026,5,3,14,3,942,677,1619,768,10
28.0,42,1642,1245,1344,982,1128,1109,1236,1094,1082,30,23,347,180,146,51,0,317,308,101,2026,1,13,16,5,6341,4521,10862,625,53
34.1,48,1504,1363,1286,1144,1475,1205,1012,925,1187,32,17,120,180,164,57,0,376,397,178,2026,6,11,9,4,6772,4329,11101,773,49
31.2,38,1265,1003,950,1148,1314,1002,1115,969,1043,5,11,80,5,143,53,0,492,446,89,2026,3,4,8,6,5680,4129,9809,938,16
26.7,56,1,17,35,32,35,36,36,9,6,0,0,1,5,20,10,0,473,477,0,2026,2,8,4,3,120,87,207,950,0
37.1,38,1665,1536,1486,1485,1582,1173,1393,1078,1564,33,42,455,180,85,40,0,407,365,345,2026,5,14,14,4,7754,5208,12962,772,75
35.0,38,1388,1102,1067,940,1306,1165,1146,1194,1321,39,38,373,180,83,31,0,371,346,336,2026,4,28,14,5,5803,4826,10629,717,77
33.7,38,1391,1225,1580,1152,1369,805,941,913,996,33,36,339,180,131,50,0,382,376,158,2026,3,9,16,1,6717,3655,10372,758,69
32.4,50,40,5,21,28,6,33,16,1,38,0,0,1,5,20,10,0,555,528,0,2026,5,2,1,2,100,88,188,1083,0
